#,NEW Accession Number ,Old Accession Number (only If changed),Collection Location,PHOTO,KEEP / REMOVE,REASON REMOVED,SAP Asset Tag #,ARTIST FIRST NAME,ARTIST LAST NAME,ARTWORK TITLE,Category ,TYPE,MEDIA,DIMENSIONS,Client Department,ARTWORK DESCRIPTION,NOTES,YEAR COMPLETED,YEAR ACQUIRED,FUNDING TYPE,DONOR / AQUIRED FROM,PROJECT IN GROUP LOCATION?, LOCATION,ARTWORK ADDRESS,ZIP CODE,X COORDINATES,Y COORDINATES,INTERIOR/EXTERIOR,COUNCIL DISTRICT,HISTORIC DISTRICT?,INSTALLATION VENUE,City Insured,PO NUMBER (FOR CEE),BUDGET,Insurance Value,YEAR VALUE WAS GIVEN,CAPITOL IMPROVEMENT PROJECT,PASA COMMISSION,Design Team Consultant,General Contractors / Artist Subcontractors 
185,2001.NA.1,,Public Art - Exterior,Yes,,Duplicate,,Juan Antonio,Lugo,Francisco Madero,Three Dimensional ,Statue,Bronze ,,Parks & Recreation,Madero was leader of the Mexican Revolution and served as President until 1913,"Donated by state of Coahuila, MX; politician in Mexican Revolution",,2001,Donation,"State of Coahuila, Mexico",Parks ,Nueva Street at San Antonio River,302 E. Nueva St.,78205.0,-98.4923579278269,29.4215684848633,1,"RIO-3
Downtown Design Area",Outdoor - Display,Yes,,,50000.0,,,no,,,
186,1988.2,1988.NA.2,Public Art - Exterior,Yes,,Inventory line item was consolidated  in single project line item.,,,,Commemorative Plaques (11),Two Dimensional,Plaque / Marker,,,Parks & Recreation,Bronze plaques at Milam Park,,,,Donation,,Parks ,Milam Park,500 West Commerce,78207.0,-98.498289,29.426055,1,Downtown Design Area,Outdoor - Display,Yes,,,5000.0,,,No,,,
187,2018.ART.1.3,,Public Art - Exterior,Yes,,Inventory line item was consolidated  in single project line item.,,Twyla,Arthur,ReinCARnation - Bench,Three Dimensional ,Bench ,Mosaic,,Solid Waste Management ,Mosaic,,2018.0,2018,Certificates of Obligation,,,Northwest Service Center,6939 Leslie Road,78254.0,-98.70684,29.50513,6,No,Outdoor - Display,Yes,,,5000.0,5000.0,,,Yes,,
188,2018.ART.1.2,,Public Art - Exterior,Yes,,Inventory line item was consolidated  in single project line item.,,Twyla,Arthur,ReinCARnation - Car,Three Dimensional ,Sculpture,Mixed Media,,Solid Waste Management ,"Automotive parts, steel",,2018.0,2018,Certificates of Obligation,,,Northwest Service Center,6939 Leslie Road,78254.0,-98.70684,29.50513,6,No,Outdoor - Display,Yes,,,90000.0,50000.0,,,Yes,,
189,2018.ART.1.1,,Public Art - Exterior,Yes,,Inventory line item was consolidated  in single project line item.,,Twyla,Arthur,ReinCARnation - Shelter,Three Dimensional ,Shade Structure,Mixed Media ,,Solid Waste Management ,"Automotive parts, steel",,2018.0,2018,Certificates of Obligation,,,Northwest Service Center,6939 Leslie Road,78254.0,-98.70684,29.50513,6,No,Outdoor - Display,Yes,,,150000.0,100000.0,,,Yes,,
190,2015.ISH.1.1,,Public Art - Exterior,Yes,,Inventory line item was consolidated  in single project line item.,,Jon,Isherwood,Sotol Duet (red granite),Three Dimensional ,Sculpture ,Red granite ,7' ,Parks & Recreation,Two sculptures made of red and gray granite that references the sotol plant. This references the plant above ground.,,2015.0,2015,2012 Bond Program,,Parks ,Panther Springs Park,22635 Wilderness Oaks,78260.0,-98.504597,29.652411,9,No,Outdoor - Display,Yes,,,40000.0,40000.0,,Panther Springs Park,Yes,,
191,2018.ALV.1.3,,Public Art - Exterior,Yes,,Inventory line item was consolidated  in single project line item.,,Oscar  David,Alvarado & Blancas ,Windows to Our Heritage  - Mission/Steves,Two Dimensional,Mural,"Paint, mosaics",,World Heritage Office ,Underpass columns featuring vignettes of significant people and places from the neighborhood.,,2018.0,2018,2012 Bond Program,,World Heritage,US90 Underpass at Steves,393-443 Mission Rd,78210.0,-98.49018,29.39571,3,RIO-4,Outdoor - Display,Yes,,,110000.0,110000.0,,,Yes,,
192,2018.ALV.1.2,,Public Art - Exterior,Yes,,Inventory line item was consolidated  in single project line item.,,Oscar & David,Alvarado & Blancas ,Windows to Our Heritage - Roosevelt,Two Dimensional,Mural,"Paint, mosaics",,World Heritage Office ,Underpass columns featuring vignettes of significant people and places from the neighborhood.,,2018.0,2018,2012 Bond Program,,World Heritage,US90 Underpass at Roosevelt,901-1099 Roosevelt Ave,78210.0,-98.48592,29.39546,3,Mission,Outdoor - Display,Yes,,,110000.0,110000.0,,,Yes,,
193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
